327.5,497,769,295,730
591,710,406,399,638
667,591,860,731,616
536,353,497,414,646
618,891,941,937,452.5
536,353,497,414,646
914,873,554,625,872
497.5,738,819,667,609
722,775,371,357,867
910,938,800,662,647
372,793,755,618,718
502,864,859,192,692
644,942,887,487,849
372,793,755,618,718
415.5,589,893,768,802
499,644,777,389,604
708,754,779,384,624
879,316,846,386,271
924,860,775,614,844
763,773,829,439,625
262,744,925,683,697
694,748,661,446,620
864,381,700,377,610
415.5,589,893,768,802
357,850,259,676,721
461.25,662,396,371,331
819,792,805,799,744
842,913,735,685,442
924,860,775,614,844
521,797,549,572,402
407,831,309,617,713
704,780,827,303,634
801,265,818,904,646
314.5,430,239,389,621
729,462,897,390,748
607,763,674,192,390
763,773,829,439,625
918,935,957,525,363.5
504,407,668,768,485
507,733,681,354,450
227,782,632,411,597
842,303,925,398,228
426,875,814,852,628
673,925,229,932,460
923,923,930,626,778
693,763,637,353,631
673,925,229,932,460
504,407,668,768,485
879,316,846,386,271
841,419,915,444,671
885,820,912,802,782
689,760,744,356,623
708,754,779,384,624
741,949,819,401.5,895
632,483,916,455,467.5
407,831,309,617,713
672,755,869,815,661
611,771,935,365,850
687,748,791,662,118
707,772,752,812,766
886,813,899,101,815
389.5,331,320,371,585
689,760,744,356,623
341,752,808,428,581
886,813,899,101,815
495,349,904,895,673
813,364,767,682,237
753,766,697,361,417.5
315,792,667,650,635
611,732,516,107,696
601,942,469,561,293
817,695,931,439,746
337,570,734,647,608
601,771,870,676,462
499,644,777,389,604
966,698,897.5,225,351
841,906,792,853,750
519,423,353,410,634
591,710,406,399,638
697,238,960,585,922
895,942,877,421,865
685,743,699,365,507
264,435,791,830,665
729,796,881,605,105
386.5,748,665,176,435
497,561,832,536,629
337,570,734,647,608
805,915,870,609,947
423.5,807,766,339,692
789,834,526,709,624
729,462,897,390,748
671,839,251,566,627
752,505,939,918,371
431,806,899,705,707
431,806,899,705,707
426,875,814,852,628
716,822,164,368,634
210,882,446,890,652
737,817,790,249,719
741,949,819,401.5,895
530,836,844,232,661
521,797,549,572,402
667,591,860,731,616
357,850,259,676,721
822,844,404,277,633
910,938,800,662,647
829,860,888,536,790
731,471,183,759,670
394.5,805,615,101,371
408.5,831,897,732,631
722,775,371,357,867
