844,929,928,894,841
911,645,870,883,623
860,578,810,745,650
864,741,880,101,738
859,596,905,828,611
848,528,256,587,670
924,154,456,709,828
886,650,542,716,680
902,332,887,511,818
876,596,834,670,740
856,458,806,852,820
838,562,920,905,893
799,636,936,908,903
901,617,945,920,881
889,593,932,900,860
891,783,920,905,826
852,625,953,732,689
787,632,933,357,730
809,622,942,940,770
815,702,946,260,831
934,589,920,550,760
843,592,923,935,780
880,624,916,874,810
749,502,920,890,800
886,573,922,902,790
878,828,745,705,930
904,680,314,930,900
902,551,919,941,719
946,633,920,919,867
939,719,915,915,904
931,675,947,928,885
901,659,881,406,939
905,667,857,936,746
819,677,815,932,896
906,450,936,902,760
874,473,908,856,930
929,411,862,860,810
935,634,311,944,894
908,645,945,912,876
916,874,957,778,828
916,619,931,720,785
858,566,817,927,810
779,447,926,946,756
812,704,861,953,779
938,613,950,911,895
930,660,887,907,770
912,582,939,940,837
905,779,922,808,901
920,649,886,921,830
888,550,939,933,949
904,650,399,926,850
944,361,926,885,800
941,577,898,787,778
928,657,862,942,925
798,247,951,408,767
934,452,757,786,940
861,454,529,773,834
932,690,780,942,768
618,498,848,672,851
941,615,941,208,943
857,734,154,901,946
937,528,949,664,911
941,644,932,772,868
773,853,942,838,808
890,473,940,912,932
934,765,713,924,809
797,639,281,624,783
838,704,955,776,777
925,493,591,673,763
926,822,946,928,643
959,511,950,899,949
958,913,502,159,660
957,442,920,944,928
937,685,949,520,207
819,599,953,944,792
565,601,907,933,907
912,775,891,259,641
596,653,778,955,728
790,429,961,935,451
755,320,354,680,932
918,738,344,828,893
922,784,942,729,908
838,629,831,917,692
863,509,945,668,658
851,725,912,930,882
899,907,957,670,667
937,470,955,422,915
925,608,944,178,906
921,443,562,935,717
923,815,921,927,767
928,731,950,948,871
944,636,780,749,920
948,717,932,933,935
939,609,928,894,350
700,679,907,932,925
937,438,949,927,883
868,616,746,949,916
941,659,514,753,893
935,692,348,896,697
953,516,861,899,909
916,663,941,837,891
581,675,921,871,849
921,679,831,759,623
892,557,764,741,855
639,615.5,811,795,899
791,646,803,770,804
936,664,923,781,808.5
759,638,836,790,821
860.0,578.0,810,745,650.0
922.0,784.0,942,729,908.0
960.0,846.0,637,903,915.0
904.0,650.0,399,926,850.0
916.0,874.0,957,778,828.0
618.0,498.0,848,672,851.0
627.0,899.0,917,890,599.0
939.0,909.0,943,944,923.0
848.0,528.0,256,587,670.0
944.0,636.0,780,749,920.0
906.0,450.0,936,902,760.0
863.0,509.0,945,668,658.0
852.0,503.0,950,951,850.0
901.0,659.0,881,406,939.0
931.0,675.0,947,928,885.0
644.0,835.0,965,947,959.0
843.0,592.0,923,935,780.0
913.0,593.0,886,931,934.0
917.0,676.0,540,599,950.0
899.0,907.0,957,670,667.0
714.5,639.0,734,940,880.0
916.0,663.0,941,837,891.0
959.0,613.0,881,924,868.0
846.0,827.0,564,279,924.0
811.0,686.0,557,949,885.0
944.0,361.0,926,885,800.0
799.0,636.0,936,908,903.0
941.0,577.0,898,787,778.0
937.0,470.0,955,422,915.0
932.0,690.0,780,942,768.0
791.0,646.0,803,770,804.0
938.0,613.0,950,911,895.0
899.0,353.0,956,907,624.0
891.0,524.0,771,854,462.0
958.0,913.0,502,159,660.0
838.0,562.0,920,905,893.0
946.0,633.0,920,919,867.0
891.0,783.0,920,905,826.0
467.0,825.0,949,495,934.0
937.0,685.0,949,520,207.0
787.0,632.0,933,357,730.0
925.0,608.0,944,178,906.0
947.0,925.0,921,942,925.0
933.0,599.5,829,841,628.5
921.0,679.0,831,759,623.0
819.0,599.0,953,944,792.0
957.0,592.0,880,874,932.0
924.0,244.0,953,875,880.0
905.0,667.0,857,936,746.0
947.0,674.0,803,610,820.0
859.0,596.0,905,828,611.0
917.0,819.0,270,772,933.0
954.0,715.0,679,869,914.0
958.0,795.0,657,785,406.0
852.0,625.0,953,732,689.0
485.0,377.0,815,927,638.0
904.0,680.0,314,930,900.0
908.0,645.0,945,912,876.0
877.0,493.0,735,668,810.0
950.0,667.0,823,703,929.0
945.0,909.0,278,889,945.0
933.0,834.0,928,776,890.0
925.0,493.0,591,673,763.0
954.0,784.0,862,894,960.0
812.0,704.0,861,953,779.0
857.0,734.0,154,901,946.0
953.0,516.0,861,899,909.0
934.0,765.0,713,924,809.0
940.0,688.0,923,736,958.0
851.0,725.0,912,930,882.0
719.0,744.0,618,320,944.0
790.0,429.0,961,935,451.0
523.5,669.0,796,936,924.0
725.0,325.0,880,937,957.0
844.0,929.0,928,894,841.0
833.0,839.0,915,929,908.0
824.0,786.0,839,941,941.0
905.0,779.0,922,808,901.0
957.0,413.0,214,154,932.0
927.0,607.0,825,829,956.0
945.0,787.0,954,875,928.0
961.0,488.0,828,852,947.0
912.0,582.0,939,940,837.0
801.0,796.0,368,690,798.0
936.0,655.0,756,920,900.0
864.0,741.0,880,101,738.0
773.0,853.0,942,838,808.0
911.0,645.0,870,883,623.0
955.0,785.0,404,469,819.0
762.0,649.0,341,432,649.0
809.0,622.0,942,940,770.0
948.0,841.0,940,951,218.0
437.0,612.0,882,739,830.0
819.0,677.0,815,932,896.0
565.0,601.0,907,933,907.0
901.0,617.0,945,920,881.0
964.0,600.0,961,754,953.0
621.0,242.0,916,905,450.0
970.0,554.0,738,842,735.0
942.0,922.0,324,929,900.0
951.0,439.0,924,559,927.0
866.0,387.0,849,696,810.0
823.0,837.0,955,934,630.0
797.0,740.0,524,920,918.0
499.0,275.0,736,821,886.0
934.0,452.0,757,786,940.0
948.0,717.0,932,933,935.0
905.0,736.0,322,920,809.0
930.0,660.0,887,907,770.0
924.0,154.0,456,709,828.0
596.0,653.0,778,955,728.0
851.0,716.0,247,844,647.0
861.0,241.0,917,487,945.0
936.0,664.0,923,781,808.5
937.0,438.0,949,927,883.0
964.0,714.0,786,941,925.0
858.0,566.0,817,927,810.0
874.0,712.0,871,931,928.0
878.0,828.0,745,705,930.0
759.0,638.0,836,790,821.0
945.0,698.0,913,952,910.0
918.0,738.0,344,828,893.0
941.0,615.0,941,208,943.0
798.0,247.0,951,408,767.0
862.0,608.0,947,862,914.0
863.0,939.0,914,914,888.0
929.0,411.0,862,860,810.0
879.0,555.0,327,890,850.0
941.0,644.0,932,772,868.0
912.0,775.0,891,259,641.0
902.0,332.0,887,511,818.0
968.0,610.0,828,939,953.0
921.0,443.0,562,935,717.0
939.0,609.0,928,894,350.0
932.0,607.0,805,776,653.0
961.0,782.0,928,960,850.0
886.0,573.0,922,902,790.0
916.0,619.0,931,720,785.0
940.0,693.0,922,944,911.0
868.0,616.0,746,949,916.0
886.0,650.0,542,716,680.0
838.0,629.0,831,917,692.0
894.0,828.0,937,868,946.0
941.0,659.0,514,753,893.0
923.0,815.0,921,927,767.0
906.0,530.0,789,840,308.0
939.0,264.0,885,848,946.0
601.0,308.0,926,930,948.0
904.0,738.0,819,870,941.0
939.0,601.0,920,886,901.0
762.0,866.0,582,818,772.0
865.0,723.0,105,321,738.0
935.0,634.0,311,944,894.0
737.0,838.0,848,630,646.0
928.0,657.0,862,942,925.0
445.0,602.0,888,939,952.0
944.0,866.0,934,386,289.0
700.0,679.0,907,932,925.0
925.0,702.0,888,202,846.0
939.0,719.0,928,831,409.0
923.0,265.0,108,903,660.0
856.0,458.0,806,852,820.0
880.0,624.0,916,874,810.0
639.0,615.5,811,795,899.0
861.0,454.0,529,773,834.0
828.0,621.0,934,774,950.0
931.0,600.0,552,397,380.0
960.0,352.0,889,941,963.0
838.0,704.0,955,776,777.0
937.0,237.0,687,735,945.0
832.0,554.0,847,930,841.0
934.0,589.0,920,550,760.0
779.0,447.0,926,946,756.0
895.0,788.0,828,889,949.0
893.0,655.0,951,663,948.0
959.0,511.0,950,899,949.0
772.0,807.0,424,472,900.0
955.0,473.0,823,945,840.0
889.0,427.0,942,175,914.0
874.0,473.0,908,856,930.0
771.0,499.0,754,950,932.0
957.0,442.0,920,944,928.0
960.0,301.0,901,693,800.0
797.0,639.0,281,624,783.0
930.0,614.0,896,701,919.0
889.0,593.0,932,900,860.0
957.0,639.0,942,411,955.0
949.0,603.0,905,925,911.0
922.0,628.0,245,871,909.0
909.0,376.0,143,336,918.0
981.0,646.0,646,686,776.0
876.0,596.0,834,670,740.0
926.0,822.0,946,928,643.0
689.0,593.0,914,684,912.0
656.0,441.0,924,320,934.0
935.0,692.0,348,896,697.0
815.0,702.0,946,260,831.0
937.0,528.0,949,664,911.0
897.0,431.0,909,685,932.0
939.0,719.0,915,915,904.0
887.0,739.0,939,930,870.0
147.0,923.0,683,923,949.0
581.0,675.0,921,871,849.0
888.0,682.0,944,804,885.0
749.0,502.0,920,890,800.0
928.0,731.0,950,948,871.0
823.0,692.0,531,780,876.0
942.0,635.0,841,655,910.0
946.0,379.0,957,870,955.0
677.5,582.0,834,888,752.0
933.0,623.0,901,833,710.0
755.0,320.0,354,680,932.0
918.0,656.0,887,418,920.0
920.0,649.0,886,921,830.0
707.5,588.0,573,925,888.0
607.0,661.0,883,942,870.0
892.0,557.0,764,741,855.0
890.0,473.0,940,912,932.0
902.0,551.0,919,941,719.0
701.5,702.0,595,953,762.5
757.0,731.0,714,950,850.0
888.0,550.0,939,933,949.0
361.0,430.0,645,840,744.0
935.0,274.0,925,898,916.0
